co_price,co_open,co_high,co_low,co_volume,na_open,na_high,na_low,na_close,na_volume,co_change,na_change
0.21654040404040398,0.20385098367517784,0.19367250961949556,0.2426786811386441,0.20784996133023975,0.8367033337481429,0.8333944499807069,0.8403480860643511,0.8551737945544569,0.3791855367917927,0.92,-0.06
0.22369528619528634,0.21347844286312267,0.19773407439076518,0.25005119803399545,0.11867749419953597,0.8658529704878046,0.8551462230252269,0.8618514361406262,0.8567428183204673,0.6033411674610825,0.47,-0.0
0.19844276094276103,0.21473419840937602,0.19046601111586137,0.23202949006758145,0.10340293890177879,0.8589237152225162,0.8517427635340116,0.8681953691612596,0.8567654615997784,0.4461755812878778,-1.64,-1.37
0.19486531986531985,0.19233989116785266,0.17144078666096618,0.20131066967028466,0.10564578499613303,0.8637224722772183,0.8670915511569437,0.8773832988568804,0.8937735497544621,0.37636657116072725,-0.24,-0.32
0.18728956228956228,0.19317706153202185,0.1761436511329626,0.21871800122875262,0.07532869296210362,0.8668197333366474,0.8761546902204873,0.882946430026305,0.9025373374039278,0.3186223378269538,-0.5,-0.63
0.1980218855218856,0.185014650481373,0.17315091919623748,0.21646528773295093,0.07130703789636503,0.9032141400472073,0.8927400435529937,0.9078317724913598,0.9195403727163163,0.3068843497894028,0.71,-0.34
0.20096801346801363,0.18961908748430312,0.17400598546387336,0.22690968666803202,0.04617169373549884,0.9103472161002091,0.9028226662900745,0.9244381437731406,0.9288986732335383,0.286961788821844,0.19,-1.02
0.16182659932659949,0.18794474675596495,0.16374519025224443,0.18799918083145584,0.17316318638824435,0.9227930037588394,0.9316752990523536,0.9323949105042828,0.9571376960658158,0.3127054808085876,-2.58,-0.81
0.15740740740740744,0.1523650062787778,0.17293715262932885,0.1910710628711858,0.3090100541376643,0.9547211257611261,0.9569511138110747,0.9680233620374581,0.979579877436308,0.309082746874051,-0.3,-0.2
0.20012626262626254,0.16010883214734184,0.17421975203078244,0.19434773704689734,0.24098994586233563,0.9804043412763348,0.9722194561528215,0.9803572315768709,0.9850331544711206,0.35555276813182457,2.9,-0.07
0.210016835016835,0.1954792800334868,0.18640444634459175,0.2379684620110587,0.058778035576179416,0.9790953226405086,0.9695681840538393,0.9906516268563548,0.9869108414737877,0.36977137990678266,0.65,0.6
0.22117003367003374,0.20803683549602336,0.19410004275331327,0.2463649395863199,0.10007733952049497,0.9838389665694405,0.969039910815219,0.969544772773091,0.970205913877838,0.3550906426185352,0.73,1.69
0.18728956228956228,0.22017580577647533,0.19816160752458312,0.2221994675404464,0.10498839907192575,0.9387086370297837,0.939662762444007,0.920121660183596,0.9242108402589102,0.32293165823837755,-2.21,-0.52
0.19255050505050497,0.1892005023022183,0.16930312099187694,0.21523653491705907,0.060363495746326365,0.9384148088895143,0.9223113873108015,0.9457761087648506,0.9384314800510076,0.1882748854588907,0.35,-0.99
0.179503367003367,0.18627040602762635,0.16310389055151764,0.20540651238992425,0.06001546790409898,0.9385049792047968,0.9409447602313568,0.947397178761167,0.9657463860646829,0.33553943250986973,-0.87,0.04
0.17971380471380471,0.17789870238593553,0.15455322787516046,0.20335859103010434,0.03928847641144624,0.9622481468399302,0.948619153867927,0.9596989266509885,0.964506795923272,0.2637729907442862,0.01,-0.75
0.18265993265993274,0.17685223943072415,0.16695168875587862,0.21605570346098713,0.035228151585460166,0.9531482814915395,0.9610647446755356,0.9675746480801417,0.9854289856947782,0.3402069001940927,0.2,0.33
0.1557239057239057,0.17664294683968174,0.15177426250534398,0.18820397296743807,0.1468677494199536,0.9754053506175375,0.962631801480345,0.9818094572081006,0.9763129508151553,0.2714475751614138,-1.8,-0.45
0.17655723905723897,0.15550439514441172,0.14792646430098344,0.1847225066557443,0.08476411446249033,0.975366869207134,0.9647846898057264,0.971594295274717,0.9888894866133351,0.327092438306244,1.42,-0.4
0.14015151515151536,0.1693177061532023,0.16053869174861068,0.17407331558468164,0.12919566898685225,0.9868494813675088,0.984065209983598,1.0000000000000002,0.9999999999999998,0.2425020135468794,-2.44,1.28
0.16393097643097643,0.13185433235663457,0.13445917058572054,0.1648576694654924,0.07768754833720029,1.0,1.0000000000000002,0.971967070535199,0.9646654690303607,0.35504773096372977,1.64,0.5
0.202020202020202,0.1561322729175385,0.17571611799914488,0.18758959655949203,0.16786542923433873,0.9480022136329107,0.9446682921183369,0.9298680115075919,0.950784818208745,0.3354965208550642,2.58,-0.44
0.19844276094276103,0.19380493930514842,0.17828131680205228,0.22813843948392387,0.051082753286929614,0.9260256018560402,0.9363955984865353,0.9281644138532681,0.9630041697563196,0.13183450625189808,-0.24,2.28
0.03261784511784516,0.19673503557974037,0.17657118426678076,0.06717182060208882,0.31121423047177105,0.9237715067697416,0.9159294098112591,0.9053470433859567,0.901364144861575,0.020165176862035783,-17.35,-1.84
0.07260101010100994,0.03892842193386348,0.08208636169303118,0.0864222813843949,0.1505027068832173,0.9329615424334143,0.9336935998733853,0.9371466006976046,0.9521255368132826,0.2344824854430464,2.97,1.58
0.001473063973064015,0.07408957722896581,0.06220607097050013,0.01781691583043199,0.22030162412993037,0.9324740030384091,0.9328348355395304,0.9045542163685483,0.9093888775129046,0.5330172174762666,-5.13,1.86
0.0,0.014441188781917136,0.025651988029072204,0.033176326029080494,0.17242846094354214,0.9384464418581353,0.9308445454561223,0.8695599605293258,0.8599401128872362,0.4763474259608911,-0.11,-0.83
0.021043771043771198,0.0,0.0,0.0,0.2604408352668213,0.8431985322820834,0.865734403049488,0.8537362028859634,0.8821279408610365,0.33178136181786977,1.6,1.96
0.026515151515151603,0.01946421096693185,0.03014108593415976,0.05877534302682763,0.1522041763341067,0.8844216983868836,0.8702502594453974,0.8167851650760747,0.8305505407919169,0.40925670412083925,0.41,-0.92
0.07912457912457915,0.03578903306822934,0.05857203933304822,0.08253123080073732,0.12977571539056457,0.8324806557746465,0.8373051746136009,0.8168780707443279,0.8549019053994835,0.28323507664681724,3.93,-2.94
0.12436868686868707,0.08015906236919212,0.09940145361265507,0.12471841081302482,0.1530935808197989,0.8981466654714976,0.9139268223009853,0.9140459011888626,0.9354049463504206,0.2824527641707488,3.25,-0.63
0.13804713804713797,0.11552951025533686,0.10902094912355698,0.15072701208273598,0.109938128383604,0.9281578936584354,0.9266154561070661,0.9328063963755311,0.9528508016615393,0.20151148051810874,0.95,1.74
0.11384680134680147,0.13373796567601515,0.11714407866609666,0.1449928322752405,0.0788089713843774,0.933148568376065,0.927211877200006,0.9146295259057851,0.9058463159540417,0.18227220513091358,-1.67,-0.72
0.12268518518518534,0.10025115110925054,0.10389055151774262,0.14540241654720454,0.05986078886310904,0.9179626137355168,0.9064954716628868,0.9090174710839636,0.9255862897275164,0.1676211759113776,0.62,1.41
0.11637205387205385,0.12787777312683124,0.11479264643009834,0.15482285480237556,0.06175560711523588,0.9165733710207191,0.8994052015174947,0.8972774393031038,0.8876997116166743,0.1929902161427044,-0.44,1.15
0.10690235690235705,0.11092507325240675,0.09619495510902087,0.12983821421257424,0.08878576952822889,0.8488988295268811,0.8435243833480632,0.8448348965436805,0.8570792321831295,0.23479442016451668,-0.66,-2.11
0.10206228956228958,0.10004185851820835,0.08294142796066684,0.12430882654106079,0.09354215003866975,0.8513616371211703,0.8886841420182778,0.8377302583239101,0.9142510464615341,0.320021917952916,-0.34,2.54
0.11721380471380471,0.1079949769778148,0.0959811885421118,0.14540241654720454,0.07811291569992265,0.917877498103238,0.8987285063660588,0.8485695675408709,0.8471054780839629,0.24932001531615988,1.07,0.07
0.08438552188552184,0.10652992884051904,0.08251389482684912,0.11447880401392596,0.08553750966744006,0.8189794022843078,0.8384927218384013,0.8217292553983977,0.8452313663634505,0.6992074547447087,-2.29,1.26
0.053451178451178416,0.06634575136040177,0.03698161607524586,0.0602088879787015,0.10715390564578497,0.8016530030298918,0.7892630563521068,0.8048056214697052,0.8123273239877673,0.19754215244860507,-2.21,-2.35
0.09617003367003374,0.06299706990372522,0.06883283454467715,0.09768584886340359,0.04667440061871615,0.8362875393612441,0.8490352992617802,0.8309493067436107,0.8751143228633989,0.19250498435375052,3.12,-1.16
0.1102693602693603,0.09229803264964409,0.083368961094485,0.12738070858079054,0.05100541376643465,0.8661301667457373,0.8799760885539094,0.8795339633125667,0.9066342327929549,0.11570467538983586,1.0,-0.84
0.12857744107744118,0.11092507325240675,0.10111158614792659,0.1425353266434568,0.04864655839133797,0.9038035897525845,0.9100599922395791,0.9176303419483396,0.9295560084181973,0.08885188217119777,1.29,-1.37
0.16140572390572383,0.11615738802846365,0.1402308678922617,0.1492934671308621,0.025560711523588547,0.9291897160363294,0.9403903551574044,0.9459550013716342,0.9675420126013796,0.05781025126424344,2.28,0.57
0.1687710437710439,0.16094600251151103,0.1530568619067978,0.2000819168543928,0.026952822892498077,0.9623115757398986,0.9456493465296758,0.9561162980160798,0.9519319626902145,0.040229676380104884,0.5,0.1
0.1822390572390573,0.1682712431979907,0.1639589568191535,0.20110587753430265,0.027726218097447797,0.9455677779160476,0.9317171440235479,0.9430907432446396,0.9492297550931965,0.05193135455589737,0.91,0.16
0.18960437710437716,0.17727082461280874,0.16695168875587862,0.21052631578947367,0.0,0.9395669672188949,0.9398113554046164,0.9514084248699997,0.9449306026035804,0.05824101826055961,0.49,0.62
0.1557239057239057,0.1745500209292592,0.15946985891406573,0.19619086627073523,0.03043310131477185,0.9335443068267057,0.923955302640006,0.9370335985459592,0.9280915182455576,0.0,-2.25,-1.19
0.18265993265993274,0.15927166178317287,0.15690466011115878,0.18738480442351002,0.03074245939675173,0.9351455231406889,0.9336392866024277,0.9370588016345065,0.9608370578403991,0.1703724731637113,1.83,1.34
